B,V,r,i,J,H
4368.290313734936,5365.275487682281,6141.527565561647,7545.945016504415,12442.166802604579,16141.829232787306
4369.640313734941,5357.575487682253,6183.1775655617985,7556.945016504455,12433.566802604548,16127.079232787253
4371.890313734949,5358.075487682255,6189.277565561821,7557.045016504456,12430.616802604538,16130.529232787267
4374.99031373496,5357.675487682253,6186.077565561809,7557.695016504458,12428.56680260453,16135.279232787283
4373.190313734954,5362.22548768227,6157.427565561705,7551.595016504436,12431.01680260454,16140.879232787303
4371.340313734947,5363.875487682276,6145.427565561661,7545.845016504415,12436.316802604557,16151.829232787342
4372.590313734951,5360.825487682265,6167.777565561742,7553.495016504443,12435.966802604557,16137.779232787292
4375.440313734962,5366.125487682284,6124.027565561583,7531.3950165043625,12456.06680260463,16161.579232787379
4372.040313734949,5362.22548768227,6166.077565561736,7552.74501650444,12436.216802604558,16144.379232787316
4367.640313734933,5370.9254876823015,6124.677565561586,7531.9450165043645,12452.466802604617,16148.029232787329
4372.490313734951,5360.325487682263,6177.077565561776,7555.44501650445,12429.966802604535,16132.279232787272
4376.790313734967,5369.025487682295,6121.127565561573,7529.7450165043565,12452.166802604615,16157.979232787366
4372.590313734951,5364.575487682278,6152.027565561685,7545.6950165044145,12442.01680260458,16150.079232787337
4371.590313734948,5370.5254876823,6114.227565561548,7516.595016504309,12462.766802604654,16162.579232787382
4374.240313734957,5367.87548768229,6129.377565561603,7535.595016504378,12453.21680260462,16157.329232787364
4368.190313734935,5366.325487682285,6136.127565561627,7541.545016504399,12442.816802604582,16141.129232787305
4370.190313734943,5360.425487682263,6172.62756556176,7554.645016504447,12431.966802604542,16131.279232787268
4370.540313734944,5366.825487682287,6140.427565561643,7539.195016504391,12445.566802604591,16148.579232787331
4371.2403137349465,5359.725487682261,6185.827565561808,7560.095016504467,12427.616802604527,16131.629232787269
4364.6403137349225,5366.625487682286,6128.177565561598,7538.84501650439,12455.166802604626,16136.029232787285
4371.340313734947,5365.875487682283,6135.577565561625,7541.545016504399,12448.266802604601,16153.67923278735
4372.440313734951,5359.775487682261,6187.527565561814,7556.995016504456,12431.41680260454,16129.979232787264
4368.240313734936,5366.575487682286,6125.92756556159,7533.44501650437,12449.216802604606,16152.829232787346
4368.040313734935,5361.775487682268,6158.7275655617095,7551.895016504437,12436.066802604557,16134.229232787278
4375.840313734963,5366.025487682284,6148.027565561671,7548.645016504425,12440.716802604573,16151.779232787343
4373.4403137349545,5364.675487682279,6134.427565561621,7540.995016504397,12445.01680260459,16143.879232787314
4370.990313734946,5365.625487682282,6141.027565561645,7544.5950165044105,12442.116802604578,16142.379232787309
4368.340313734936,5360.275487682263,6176.527565561774,7557.345016504457,12432.166802604543,16120.729232787231
4371.340313734947,5365.07548768228,6165.477565561734,7554.445016504446,12434.716802604551,16133.679232787277
4368.940313734938,5366.125487682284,6140.277565561642,7541.245016504398,12447.366802604598,16149.329232787335
4371.540313734948,5362.6754876822715,6162.227565561722,7553.845016504444,12439.116802604567,16135.079232787282
4370.1403137349425,5366.725487682286,6144.627565561658,7546.695016504418,12440.666802604574,16144.379232787316
4366.040313734928,5361.175487682266,6158.477565561709,7552.545016504439,12433.316802604546,16133.579232787277
4372.440313734951,5367.125487682288,6118.477565561563,7528.445016504352,12457.066802604633,16156.029232787358
4365.440313734925,5367.375487682289,6129.527565561603,7538.245016504387,12450.516802604609,16139.329232787299
4368.640313734937,5362.025487682269,6163.727565561728,7552.195016504438,12429.266802604532,16133.529232787278
4366.540313734929,5366.575487682286,6129.0275655616015,7535.595016504378,12452.216802604617,16147.529232787329
4371.590313734948,5367.87548768229,6125.377565561588,7533.945016504372,12452.766802604618,16144.679232787317
4372.29031373495,5363.2254876822735,6163.177565561726,7551.7450165044365,12434.566802604551,16141.529232787307
4364.490313734922,5360.375487682263,6160.427565561716,7552.095016504438,12435.016802604554,16124.079232787242
4370.940313734945,5361.625487682268,6162.277565561722,7551.945016504437,12432.916802604545,16138.479232787295
4372.740313734952,5358.575487682257,6183.027565561798,7558.445016504461,12428.516802604528,16135.129232787283
4374.790313734959,5366.175487682284,6141.977565561649,7543.995016504408,12444.616802604589,16147.479232787327
4372.8903137349525,5365.925487682283,6136.92756556163,7542.095016504401,12448.616802604603,16149.529232787336
4363.690313734919,5365.375487682281,6143.077565561653,7546.545016504418,12443.416802604585,16136.97923278729
4373.540313734955,5363.425487682274,6157.477565561705,7550.845016504433,12435.466802604555,16144.279232787316
4371.940313734949,5365.02548768228,6139.67756556164,7546.045016504416,12440.966802604575,16144.329232787317
4372.490313734951,5359.9254876822615,6178.12756556178,7555.39501650445,12430.516802604536,16136.429232787286
4373.390313734954,5363.7754876822755,6154.977565561696,7547.695016504422,12438.216802604566,16145.179232787319
4364.6403137349225,5371.725487682304,6104.5775655615125,7509.445016504283,12476.466802604704,16152.329232787346
4368.390313734936,5360.625487682264,6166.877565561739,7552.445016504439,12431.316802604539,16135.629232787283
4372.640313734952,5359.075487682258,6179.427565561785,7556.095016504452,12429.216802604533,16139.629232787298
4368.240313734936,5363.125487682273,6156.777565561702,7552.545016504439,12436.81680260456,16125.379232787247
4369.290313734939,5366.975487682287,6129.327565561603,7537.395016504384,12448.666802604603,16144.279232787316
4366.090313734928,5367.525487682289,6122.227565561577,7528.695016504353,12461.116802604647,16149.129232787334
4368.190313734935,5359.42548768226,6172.377565561759,7556.6950165044545,12430.716802604536,16126.779232787252
4371.840313734949,5357.825487682254,6179.127565561784,7554.995016504448,12428.66680260453,16135.029232787281
4370.390313734943,5369.325487682296,6137.8275655616335,7543.545016504407,12445.51680260459,16136.579232787288
4368.640313734937,5363.475487682274,6155.327565561697,7551.345016504435,12437.866802604563,16137.679232787292
4368.240313734936,5358.325487682256,6184.2775655618025,7557.145016504456,12429.716802604533,16127.229232787253
4371.290313734947,5364.525487682278,6158.77756556171,7553.3950165044425,12437.366802604562,16135.229232787282
4368.290313734936,5363.275487682274,6158.527565561709,7550.04501650443,12436.96680260456,16136.579232787288
4366.140313734928,5362.37548768227,6149.327565561675,7547.745016504422,12439.516802604569,16133.079232787275
4368.040313734935,5360.825487682265,6177.377565561777,7557.345016504457,12430.466802604536,16128.479232787258
4373.490313734955,5372.325487682307,6113.327565561544,7512.945016504295,12474.766802604698,16163.479232787386
4370.6903137349445,5363.125487682273,6155.077565561696,7551.945016504437,12433.266802604547,16136.97923278729
4371.590313734948,5368.1754876822915,6127.727565561597,7533.54501650437,12451.316802604611,16148.829232787331
4368.140313734935,5363.175487682273,6156.0775655617,7549.295016504428,12436.316802604557,16138.229232787293
4369.240313734939,5358.375487682256,6177.477565561778,7554.995016504448,12431.21680260454,16129.479232787262
4371.640313734948,5361.425487682267,6179.027565561783,7557.7950165044585,12433.916802604548,16133.129232787276
4367.340313734932,5361.675487682268,6168.927565561747,7556.495016504454,12429.166802604532,16130.779232787267
4368.440313734936,5362.875487682272,6160.827565561717,7549.89501650443,12440.216802604573,16134.879232787282
4368.590313734937,5359.225487682259,6175.077565561769,7555.295016504449,12435.266802604554,16126.929232787254
4369.49031373494,5363.2254876822735,6167.727565561742,7554.845016504448,12436.76680260456,16128.679232787259
4368.740313734937,5368.025487682291,6128.427565561599,7536.3450165043805,12447.066802604597,16146.479232787324
4370.940313734945,5359.52548768226,6177.027565561776,7557.295016504457,12432.016802604543,16135.479232787284
4367.590313734933,5366.375487682285,6120.927565561572,7528.395016504352,12452.266802604616,16158.379232787367
4369.890313734942,5365.175487682281,6122.127565561576,7524.995016504339,12460.066802604644,16157.179232787363
4366.040313734928,5359.3754876822595,6170.027565561751,7552.69501650444,12434.466802604551,16124.729232787246
4372.09031373495,5362.1254876822695,6154.527565561694,7550.395016504432,12439.016802604569,16138.029232787292
4370.440313734944,5366.675487682286,6127.277565561595,7531.195016504362,12453.866802604622,16153.129232787349
4368.590313734937,5366.5254876822855,6145.727565561662,7545.195016504413,12444.516802604587,16147.829232787328
4373.540313734955,5367.525487682289,6131.32756556161,7537.195016504384,12450.91680260461,16151.379232787342
4373.640313734955,5357.925487682254,6189.277565561821,7557.195016504456,12428.76680260453,16136.279232787287
4367.990313734935,5363.875487682276,6154.427565561694,7549.045016504427,12438.066802604564,16134.429232787279
4374.490313734958,5360.675487682264,6159.477565561712,7551.595016504436,12438.316802604564,16141.979232787307
4370.490313734944,5367.275487682288,6131.027565561609,7537.395016504384,12453.66680260462,16150.97923278734
4370.040313734942,5361.275487682266,6166.627565561738,7554.895016504448,12431.066802604539,16133.479232787276
4367.9403137349345,5366.375487682285,6129.727565561604,7538.89501650439,12442.816802604582,16142.629232787309
4368.340313734936,5360.125487682262,6175.37756556177,7553.3950165044425,12435.566802604555,16130.829232787266
4371.140313734946,5359.175487682259,6182.027565561794,7559.945016504466,12434.16680260455,16128.429232787257
4367.190313734932,5362.6754876822715,6160.177565561715,7553.095016504441,12434.51680260455,16125.029232787245
4368.690313734937,5363.975487682276,6128.077565561598,7532.895016504368,12451.466802604613,16152.729232787347
4368.840313734938,5366.675487682286,6124.427565561585,7532.545016504367,12451.566802604613,16155.929232787359
4370.1403137349425,5359.725487682261,6172.7275655617605,7556.845016504455,12432.066802604542,16126.029232787248
4372.390313734951,5358.8254876822575,6179.427565561785,7557.945016504459,12427.916802604526,16132.629232787272
4369.190313734939,5359.57548768226,6181.777565561793,7556.795016504455,12430.966802604538,16137.17923278729
4369.0403137349385,5358.325487682256,6176.827565561775,7556.395016504453,12428.91680260453,16124.529232787245
4370.1403137349425,5370.675487682301,6119.577565561567,7526.645016504345,12459.716802604642,16157.229232787362
4369.54031373494,5361.0254876822655,6161.52756556172,7551.845016504437,12436.716802604558,16138.279232787294
4368.990313734938,5362.825487682272,6164.27756556173,7553.3950165044425,12437.966802604564,16130.629232787265
4372.640313734952,5359.47548768226,6180.77756556179,7555.245016504449,12435.166802604554,16136.629232787287
4368.590313734937,5361.925487682269,6159.877565561714,7551.7450165044365,12436.86680260456,16134.62923278728
4367.9403137349345,5365.225487682281,6143.277565561653,7541.395016504399,12446.916802604595,16142.429232787308
4367.490313734933,5359.725487682261,6179.077565561784,7556.845016504455,12434.216802604551,16124.979232787246
4371.840313734949,5366.675487682286,6136.87756556163,7542.445016504403,12446.766802604596,16152.879232787347
4372.040313734949,5362.975487682273,6175.727565561771,7555.145016504449,12430.466802604536,16136.97923278729
4367.340313734932,5365.9754876822835,6131.527565561611,7539.845016504393,12447.216802604598,16147.279232787327
4368.340313734936,5362.825487682272,6156.577565561702,7549.495016504428,12441.266802604576,16144.579232787317
4370.090313734942,5360.725487682264,6172.877565561761,7554.295016504446,12431.166802604539,16133.229232787275
4367.440313734933,5366.075487682284,6127.3775655615955,7533.945016504372,12451.666802604614,16158.279232787367
4367.190313734932,5372.075487682306,6103.677565561509,7501.545016504254,12483.116802604727,16158.229232787366
4371.640313734948,5366.425487682285,6138.677565561637,7544.945016504412,12443.016802604583,16139.5292327873
4367.690313734934,5358.125487682255,6189.677565561822,7559.545016504465,12428.71680260453,16122.279232787236
4368.840313734938,5371.4754876823035,6106.977565561521,7510.695016504287,12469.91680260468,16166.629232787396
4366.440313734929,5362.625487682271,6149.677565561677,7550.745016504433,12436.266802604558,16134.529232787281
4370.390313734943,5357.7254876822535,6180.77756556179,7556.395016504453,12431.56680260454,16130.179232787264
4368.340313734936,5363.575487682275,6140.727565561644,7543.895016504408,12446.066802604593,16143.779232787314
4373.240313734954,5363.2254876822735,6163.477565561727,7550.845016504433,12436.516802604558,16142.729232787311
4373.340313734954,5358.875487682258,6174.277565561766,7554.195016504445,12433.716802604547,16138.629232787294
4369.790313734941,5369.675487682297,6109.47756556153,7513.2450165042965,12470.11680260468,16166.329232787397
4372.740313734952,5365.775487682283,6143.627565561655,7543.195016504405,12440.516802604572,16145.47923278732
4367.890313734934,5364.475487682278,6150.777565561681,7549.89501650443,12438.766802604567,16134.029232787278
4366.540313734929,5364.675487682279,6140.377565561643,7545.895016504415,12440.11680260457,16138.629232787294
4369.190313734939,5364.375487682278,6148.677565561673,7547.695016504422,12444.96680260459,16135.029232787281
4370.640313734944,5359.075487682258,6186.22756556181,7558.14501650446,12426.866802604523,16130.929232787268
4374.690313734959,5367.72548768229,6127.427565561596,7531.495016504363,12455.466802604627,16157.829232787364
4372.740313734952,5361.525487682267,6176.127565561773,7557.545016504458,12432.216802604544,16130.329232787266
4373.740313734956,5359.175487682259,6182.377565561796,7557.295016504457,12428.91680260453,16139.9792327873
