B,V,r,i,J,H
4358.3903137349,5361.5754876822675,6130.6775655616075,7540.7450165043965,12440.11680260457,16137.12923278729
4362.290313734914,5357.7254876822535,6161.977565561721,7550.995016504434,12429.716802604533,16127.579232787255
4366.940313734931,5361.625487682268,6159.127565561711,7552.79501650444,12435.666802604555,16133.179232787275
4362.140313734913,5357.625487682253,6162.677565561724,7550.345016504431,12429.416802604534,16127.279232787254
4367.040313734931,5368.025487682291,6130.427565561607,7535.595016504378,12452.266802604616,16145.62923278732
4368.4903137349365,5371.075487682302,6128.6275655616,7529.045016504354,12455.516802604627,16150.179232787337
4363.5403137349185,5358.2754876822555,6168.177565561744,7552.64501650444,12429.716802604533,16127.479232787255
4358.5903137349005,5360.375487682263,6132.277565561613,7541.395016504399,12439.366802604569,16136.479232787287
4368.640313734937,5359.175487682259,6181.977565561794,7557.545016504458,12431.816802604542,16129.379232787262
4365.1903137349245,5372.275487682306,6116.327565561555,7525.14501650434,12462.866802604654,16152.529232787347
4367.190313734932,5364.8754876822795,6147.327565561668,7546.945016504419,12440.216802604573,16137.37923278729
4359.290313734903,5360.675487682264,6133.527565561618,7540.7450165043965,12438.466802604566,16135.529232787285
4367.9403137349345,5361.425487682267,6170.727565561753,7555.145016504449,12432.766802604545,16130.279232787265
4369.190313734939,5365.575487682282,6145.22756556166,7547.995016504423,12440.516802604572,16137.879232787292
4358.840313734901,5357.975487682254,6146.327565561664,7545.895016504415,12432.366802604543,16130.279232787265
4354.790313734887,5361.5754876822675,6111.427565561537,7528.895016504353,12449.416802604606,16143.329232787313
4358.3403137349,5358.625487682257,6141.927565561648,7544.0450165044085,12433.366802604547,16131.279232787268
4353.390313734882,5361.325487682267,6110.0775655615325,7527.84501650435,12450.46680260461,16143.979232787315
4355.79031373489,5360.775487682265,6124.577565561585,7537.595016504385,12441.966802604578,16138.379232787294
4362.590313734915,5365.875487682283,6131.027565561609,7537.795016504386,12447.716802604598,16143.129232787313
4367.090313734931,5358.525487682256,6179.277565561784,7556.895016504455,12429.216802604533,16126.42923278725
4367.290313734932,5373.975487682313,6112.427565561541,7519.2950165043185,12467.36680260467,16155.179232787355
4368.790313734938,5357.975487682254,6185.327565561806,7557.695016504458,12430.016802604536,16126.479232787251
4367.490313734933,5360.4754876822635,6167.677565561742,7553.745016504444,12432.416802604545,16129.879232787263
4367.040313734931,5367.425487682289,6141.527565561647,7542.595016504403,12446.916802604595,16141.879232787307
4368.940313734938,5357.7254876822535,6183.227565561799,7556.395016504453,12429.616802604534,16126.17923278725
4353.540313734882,5360.825487682265,6112.577565561542,7530.2950165043585,12447.916802604599,16142.47923278731
4357.140313734895,5359.875487682261,6132.827565561615,7541.045016504398,12437.366802604562,16134.729232787282
4368.4903137349365,5363.025487682273,6166.927565561739,7554.245016504446,12434.666802604552,16131.87923278727
4368.440313734936,5363.675487682275,6160.427565561716,7552.445016504439,12437.666802604563,16134.879232787282
4369.890313734942,5358.475487682256,6185.727565561808,7558.745016504462,12431.066802604539,16126.829232787251
4361.540313734911,5357.625487682253,6159.327565561712,7549.645016504429,12429.766802604534,16127.629232787254
4364.290313734921,5357.075487682251,6174.427565561767,7553.595016504443,12428.61680260453,16126.029232787248
4352.84031373488,5360.925487682265,6112.2775655615405,7529.895016504357,12448.366802604602,16142.77923278731
4363.89031373492,5363.125487682273,6142.577565561651,7546.095016504416,12439.366802604569,16136.879232787289
4360.740313734908,5360.025487682262,6137.927565561634,7543.995016504408,12436.516802604558,16134.179232787279
4362.4403137349145,5355.575487682246,6172.47756556176,7551.895016504437,12426.766802604523,16124.479232787244
4363.740313734919,5354.775487682243,6180.4275655617885,7553.145016504442,12425.81680260452,16122.979232787238
4365.690313734926,5361.475487682267,6165.627565561735,7552.59501650444,12433.216802604547,16130.779232787267
4369.190313734939,5359.3754876822595,6184.777565561804,7559.245016504464,12430.266802604536,16127.129232787254
4372.09031373495,5365.12548768228,6165.3275655617335,7554.245016504446,12436.916802604559,16134.27923278728
4367.9403137349345,5360.175487682262,6175.827565561772,7554.795016504448,12432.916802604545,16129.979232787264
4363.140313734917,5363.575487682275,6138.9275655616375,7544.895016504412,12441.416802604577,16138.179232787294
4368.140313734935,5365.12548768228,6152.927565561688,7548.895016504426,12441.616802604578,16138.779232787296
4364.590313734922,5360.575487682264,6161.72756556172,7552.045016504438,12431.66680260454,16129.379232787262
4364.790313734923,5354.525487682242,6184.327565561803,7553.995016504445,12425.566802604519,16122.779232787238
4359.840313734905,5362.22548768227,6133.277565561617,7541.545016504399,12441.516802604576,16138.529232787296
4360.2403137349065,5371.575487682304,6095.72756556148,7486.995016504201,12493.316802604764,16163.079232787384
4368.290313734936,5361.075487682266,6173.427565561763,7555.795016504451,12433.466802604547,16130.929232787268
4364.790313734923,5357.575487682253,6174.177565561766,7553.745016504444,12429.016802604532,16126.37923278725
4366.69031373493,5370.025487682298,6123.327565561581,7535.645016504378,12451.816802604615,16147.879232787329
4366.440313734929,5363.675487682275,6150.027565561678,7547.845016504422,12439.316802604568,16136.679232787288
4364.04031373492,5360.625487682264,6156.777565561702,7550.695016504433,12434.666802604552,16132.02923278727
4359.390313734903,5366.125487682284,6109.5275655615305,7517.895016504313,12464.666802604661,16151.929232787345
4361.390313734911,5365.875487682283,6121.427565561574,7531.445016504363,12449.566802604606,16144.229232787315
4355.2903137348885,5360.825487682265,6117.177565561558,7533.34501650437,12444.566802604588,16140.579232787302
4361.040313734909,5360.575487682264,6141.577565561647,7544.895016504412,12436.366802604558,16134.079232787279
4368.540313734937,5360.575487682264,6175.727565561771,7555.34501650445,12433.016802604547,16129.779232787263
4362.740313734916,5356.975487682251,6165.577565561734,7550.995016504434,12428.76680260453,16126.27923278725
4360.990313734909,5359.225487682259,6154.627565561695,7548.595016504425,12432.566802604544,16130.529232787267
4364.490313734922,5360.025487682262,6162.5775655617235,7551.945016504437,12432.016802604543,16129.729232787264
4358.140313734899,5360.275487682263,6129.977565561605,7539.995016504394,12439.166802604568,16136.379232787287
4356.740313734894,5359.975487682262,6130.577565561607,7540.445016504395,12439.116802604567,16136.029232787285
4364.540313734922,5358.975487682258,6168.477565561745,7552.79501650444,12430.666802604537,16128.629232787258
4363.590313734919,5373.575487682311,6102.177565561504,7497.145016504238,12485.416802604737,16161.479232787378
4360.840313734909,5358.925487682258,6152.277565561686,7548.145016504423,12432.066802604542,16130.079232787264
4367.540313734933,5361.475487682267,6173.227565561762,7554.595016504447,12433.916802604548,16131.079232787268
4365.990313734927,5360.525487682264,6165.577565561734,7553.245016504442,12433.866802604549,16131.079232787268
4354.940313734887,5364.175487682277,6108.4275655615265,7523.645016504334,12455.016802604627,16147.279232787327
4361.990313734913,5358.375487682256,6155.527565561698,7549.445016504428,12430.866802604538,16128.679232787259
4361.740313734912,5358.075487682255,6160.477565561716,7550.145016504431,12430.016802604536,16127.929232787257
4367.590313734933,5363.725487682275,6150.4775655616795,7548.895016504426,12439.46680260457,16136.529232787288
4358.290313734899,5364.575487682278,6118.677565561564,7528.245016504351,12453.966802604622,16147.079232787326
4358.240313734899,5367.475487682289,6102.577565561505,7511.845016504291,12470.816802604684,16154.379232787353
4364.890313734923,5356.175487682248,6176.527565561774,7553.345016504442,12427.716802604526,16125.029232787245
4358.5403137349,5366.275487682285,6104.827565561513,7519.395016504319,12460.766802604647,16150.87923278734
4367.440313734933,5362.425487682271,6162.227565561722,7552.2950165044385,12434.466802604551,16132.279232787272
4365.990313734927,5357.875487682254,6175.22756556177,7553.995016504445,12429.666802604534,16127.279232787254
4365.440313734925,5361.875487682269,6158.327565561708,7551.045016504434,12433.866802604549,16131.629232787269
4367.490313734933,5370.975487682302,6126.377565561592,7529.695016504356,12458.216802604638,16150.52923278734
4361.14031373491,5356.87548768225,6165.077565561733,7550.395016504432,12428.816802604531,16126.679232787252
4364.190313734921,5364.97548768228,6127.777565561597,7538.495016504388,12443.816802604586,16140.779232787303
4362.540313734915,5360.4754876822635,6144.627565561658,7545.6950165044145,12435.016802604554,16132.729232787275
4359.490313734904,5359.175487682259,6147.627565561669,7546.595016504418,12433.066802604546,16130.979232787267
4363.490313734918,5362.725487682272,6149.677565561677,7548.195016504424,12436.76680260456,16134.27923278728
4365.140313734924,5364.92548768228,6143.227565561653,7546.2450165044165,12440.216802604573,16137.42923278729
4364.890313734923,5364.8754876822795,6138.777565561637,7545.245016504413,12439.816802604571,16137.17923278729
4367.840313734934,5358.925487682258,6173.327565561763,7554.545016504447,12431.01680260454,16128.029232787256
4361.3403137349105,5361.425487682267,6132.827565561615,7541.895016504401,12439.76680260457,16136.92923278729
4363.240313734917,5356.925487682251,6173.127565561762,7552.495016504439,12428.166802604528,16125.579232787248
4363.490313734918,5356.375487682249,6174.677565561768,7553.045016504441,12427.666802604526,16125.129232787247
4362.590313734915,5371.425487682303,6102.127565561504,7503.545016504261,12480.61680260472,16160.229232787373
4356.140313734892,5365.525487682282,6102.027565561503,7518.145016504314,12460.516802604645,16149.729232787337
4362.040313734913,5357.325487682252,6166.927565561739,7550.495016504432,12428.71680260453,16126.62923278725
4356.790313734894,5360.275487682263,6128.777565561601,7539.595016504392,12439.366802604569,16136.429232787286
4361.24031373491,5356.77548768225,6165.277565561733,7550.145016504431,12428.86680260453,16126.42923278725
4365.090313734924,5356.975487682251,6176.327565561774,7554.045016504445,12428.61680260453,16125.829232787248
4362.590313734915,5362.1254876822695,6143.827565561655,7546.345016504417,12436.016802604558,16133.779232787278
4364.940313734924,5368.275487682292,6123.677565561582,7529.7450165043565,12455.516802604627,16150.329232787339
4361.8903137349125,5357.1754876822515,6164.077565561729,7550.845016504433,12429.11680260453,16126.879232787252
4362.9903137349165,5356.72548768225,6169.477565561749,7551.345016504435,12428.066802604528,16125.679232787248
4358.640313734901,5361.525487682267,6126.227565561591,7538.095016504387,12442.21680260458,16138.779232787296
4365.090313734924,5357.075487682251,6176.877565561776,7553.495016504443,12428.71680260453,16125.679232787248
4366.540313734929,5361.675487682268,6158.7275655617095,7550.845016504433,12435.316802604553,16132.979232787275
4358.990313734902,5358.2754876822555,6145.07756556166,7545.6950165044145,12432.266802604543,16130.229232787264
4357.040313734895,5364.8754876822795,6112.02756556154,7526.095016504343,12454.366802604623,16147.72923278733
4368.090313734935,5360.175487682262,6174.827565561768,7556.295016504453,12432.816802604546,16129.529232787263
4358.790313734901,5362.925487682272,6121.227565561573,7535.045016504376,12447.166802604597,16142.379232787309
4365.490313734926,5362.575487682271,6153.7775655616915,7550.04501650443,12436.81680260456,16133.779232787278
4362.090313734913,5365.875487682283,6122.027565561576,7532.295016504366,12451.766802604614,16145.47923278732
4366.040313734928,5361.975487682269,6158.327565561708,7551.845016504437,12434.666802604552,16131.929232787272
4364.6403137349225,5370.175487682299,6106.67756556152,7512.895016504295,12468.416802604675,16155.129232787356
4366.040313734928,5360.525487682264,6159.627565561713,7551.795016504437,12432.916802604545,16130.679232787266
4362.090313734913,5365.675487682282,6124.027565561583,7535.195016504376,12448.916802604603,16144.129232787316
4367.090313734931,5363.525487682275,6156.777565561702,7551.045016504434,12439.91680260457,16137.329232787291
4362.190313734914,5366.625487682286,6121.377565561574,7534.245016504373,12450.116802604607,16145.079232787319
4362.740313734916,5359.675487682261,6157.977565561707,7550.745016504433,12432.316802604542,16130.129232787265
4362.140313734913,5358.875487682258,6155.577565561698,7549.395016504428,12432.616802604545,16130.229232787264
4366.890313734931,5363.275487682274,6140.427565561643,7545.745016504415,12439.516802604569,16136.879232787289
4365.090313734924,5356.82548768225,6180.477565561789,7554.345016504446,12428.066802604528,16125.479232787247
4362.340313734914,5358.725487682257,6158.527565561709,7550.145016504431,12430.766802604538,16128.52923278726
4362.9903137349165,5356.6254876822495,6169.87756556175,7552.245016504438,12427.866802604527,16125.479232787247
4363.040313734917,5357.975487682254,6163.777565561728,7550.995016504434,12429.916802604534,16127.679232787255
4353.740313734883,5360.525487682264,6114.327565561548,7531.595016504363,12447.8168026046,16142.279232787309
4363.440313734918,5359.275487682259,6160.427565561716,7551.245016504435,12431.01680260454,16128.87923278726
4362.590313734915,5362.27548768227,6146.727565561666,7546.895016504419,12437.216802604562,16134.979232787282
4364.04031373492,5358.975487682258,6160.177565561715,7551.045016504434,12431.66680260454,16129.579232787262
4361.540313734911,5358.775487682257,6158.77756556171,7549.99501650443,12431.01680260454,16128.92923278726
4362.740313734916,5358.775487682257,6161.427565561719,7550.695016504433,12430.866802604538,16128.679232787259
4365.840313734927,5359.675487682261,6170.977565561754,7554.245016504446,12431.26680260454,16128.72923278726
4358.5403137349,5366.625487682286,6111.7275655615385,7526.345016504344,12456.916802604632,16149.729232787337
4353.390313734882,5360.925487682265,6111.527565561538,7528.245016504351,12450.366802604609,16143.579232787313
4364.390313734922,5366.575487682286,6133.377565561617,7539.345016504391,12447.666802604599,16144.579232787317
4360.890313734909,5358.325487682256,6153.077565561689,7548.4450165044245,12431.616802604542,16129.529232787263
4358.5403137349,5359.975487682262,6133.877565561619,7541.5950165044,12437.266802604561,16134.729232787282
4365.240313734925,5364.675487682279,6139.827565561641,7540.645016504396,12445.616802604593,16141.279232787305
4365.390313734925,5357.075487682251,6182.277565561795,7554.745016504447,12428.066802604528,16125.079232787246
4369.44031373494,5370.175487682299,6130.427565561607,7535.645016504378,12453.51680260462,16147.479232787327
4354.040313734884,5364.625487682279,6099.177565561493,7512.845016504295,12464.71680260466,16151.42923278734
4360.7903137349085,5363.175487682273,6133.027565561616,7541.945016504401,12442.51680260458,16139.629232787298
4363.690313734919,5367.525487682289,6124.0775655615835,7533.0450165043685,12450.76680260461,16145.47923278732
4367.090313734931,5362.925487682272,6150.67756556168,7549.095016504427,12437.266802604561,16134.979232787282
4368.740313734937,5356.6254876822495,6188.6775655618185,7557.345016504457,12429.216802604533,16125.329232787248
4362.890313734916,5356.275487682248,6175.37756556177,7552.545016504439,12427.366802604525,16124.779232787245
4355.940313734891,5361.5754876822675,6112.727565561542,7529.795016504357,12450.516802604609,16143.779232787314
4361.540313734911,5358.675487682257,6151.377565561683,7548.245016504424,12433.716802604547,16131.57923278727
4362.540313734915,5358.775487682257,6158.577565561709,7550.195016504431,12431.116802604538,16128.97923278726
4362.4403137349145,5361.5754876822675,6146.277565561664,7547.695016504422,12435.816802604557,16133.579232787277
4367.840313734934,5365.175487682281,6150.62756556168,7550.545016504432,12437.31680260456,16135.029232787281
4368.090313734935,5365.325487682281,6142.127565561649,7544.895016504412,12443.416802604585,16139.9292327873
4365.090313734924,5362.575487682271,6153.627565561691,7550.345016504431,12435.316802604553,16133.079232787275
4364.240313734921,5360.175487682262,6159.8275655617135,7550.495016504432,12433.316802604546,16130.679232787266
4364.540313734922,5360.875487682265,6156.877565561703,7549.84501650443,12435.116802604553,16132.479232787273
4359.790313734905,5360.875487682265,6129.5775655616035,7540.395016504395,12441.416802604577,16138.079232787293
4357.240313734896,5370.075487682298,6092.82756556147,7483.695016504189,12499.366802604787,16165.129232787393
4368.190313734935,5372.475487682307,6128.977565561601,7535.595016504378,12452.216802604617,16146.829232787324
4365.390313734925,5358.875487682258,6171.127565561755,7554.345016504446,12429.866802604534,16127.429232787254
4358.090313734899,5359.62548768226,6138.677565561637,7543.695016504407,12436.366802604558,16134.12923278728
4367.990313734935,5361.225487682266,6168.777565561746,7554.895016504448,12432.666802604545,16130.479232787266
4364.290313734921,5359.775487682261,6161.277565561719,7551.1950165044345,12433.266802604547,16130.479232787266
4357.690313734897,5359.47548768226,6132.3275655616135,7541.145016504398,12437.716802604562,16134.979232787282
4358.640313734901,5362.575487682271,6124.327565561584,7537.295016504384,12442.066802604579,16139.179232787297
4363.190313734917,5360.575487682264,6151.0275655616815,7548.945016504426,12433.81680260455,16131.67923278727
4362.640313734915,5361.725487682268,6137.977565561634,7543.145016504405,12438.766802604567,16136.179232787286
4363.340313734918,5368.225487682292,6117.62756556156,7527.445016504348,12457.466802604635,16150.87923278734
4361.040313734909,5362.6754876822715,6137.327565561632,7543.545016504407,12439.516802604569,16136.97923278729
4359.740313734905,5359.675487682261,6143.777565561655,7545.345016504413,12435.316802604553,16132.929232787275
4364.6403137349225,5361.175487682266,6151.177565561682,7548.395016504424,12435.566802604555,16133.279232787276
4355.490313734889,5364.175487682277,6103.277565561508,7520.445016504323,12458.76680260464,16149.029232787332
4361.09031373491,5357.975487682254,6156.877565561703,7549.145016504427,12430.316802604535,16128.129232787258
4362.190313734914,5356.375487682249,6169.377565561748,7551.645016504436,12427.566802604526,16125.429232787246
4359.990313734906,5361.725487682268,6133.4275655616175,7541.5950165044,12439.66680260457,16137.029232787288
4359.990313734906,5357.325487682252,6155.577565561698,7548.295016504424,12429.916802604534,16127.879232787256
4364.04031373492,5358.675487682257,6165.077565561733,7551.595016504436,12431.36680260454,16128.829232787259
4356.340313734892,5362.775487682272,6106.52756556152,7519.095016504318,12460.916802604646,16150.079232787337
4370.490313734944,5359.675487682261,6187.127565561813,7559.095016504463,12432.616802604545,16128.87923278726
4359.840313734905,5360.275487682263,6140.827565561644,7544.54501650441,12435.716802604555,16133.429232787275
4362.240313734914,5358.075487682255,6159.927565561714,7550.295016504431,12430.516802604536,16128.52923278726
4360.440313734907,5358.2754876822555,6155.227565561697,7548.795016504426,12431.36680260454,16129.22923278726
4359.190313734903,5361.625487682268,6126.627565561593,7538.495016504388,12442.71680260458,16139.329232787299
4351.390313734874,5362.725487682272,6096.127565561482,7512.295016504293,12465.566802604664,16151.679232787343
4364.340313734921,5359.9254876822615,6161.777565561721,7551.145016504434,12432.366802604543,16130.079232787264
4353.340313734881,5362.27548768227,6108.827565561528,7526.145016504343,12454.066802604622,16146.379232787323
4364.240313734921,5361.625487682268,6153.127565561689,7549.5450165044285,12435.266802604554,16132.679232787274
4362.890313734916,5358.8254876822575,6165.077565561733,7551.7450165044365,12430.566802604537,16128.329232787259
4361.740313734912,5364.275487682277,6130.477565561607,7539.745016504393,12446.966802604597,16142.729232787311
4366.79031373493,5357.675487682253,6184.027565561802,7556.445016504454,12429.016802604532,16126.029232787248
4365.890313734927,5359.57548768226,6168.0775655617435,7554.045016504445,12430.716802604536,16128.579232787259
4367.640313734933,5358.475487682256,6179.677565561786,7556.6950165044545,12430.016802604536,16127.229232787253
4366.390313734929,5362.725487682272,6162.827565561724,7552.145016504438,12437.016802604561,16134.37923278728
4365.390313734925,5357.925487682254,6166.227565561737,7553.9450165044445,12429.866802604534,16127.579232787255
4363.690313734919,5361.525487682267,6151.177565561682,7549.145016504427,12436.416802604559,16134.079232787279
4365.640313734926,5359.9254876822615,6171.127565561755,7553.9450165044445,12431.56680260454,16129.22923278726
4366.140313734928,5368.875487682294,6128.377565561599,7536.445016504381,12451.666802604614,16146.279232787323
4366.74031373493,5360.325487682263,6169.577565561749,7553.9450165044445,12432.266802604543,16129.929232787264
4361.540313734911,5357.875487682254,6159.8275655617135,7549.695016504429,12430.166802604535,16128.029232787256
4362.840313734916,5357.675487682253,6162.627565561724,7550.295016504431,12430.316802604535,16128.029232787256
4367.040313734931,5363.425487682274,6160.327565561715,7552.095016504438,12436.666802604559,16134.429232787279
4354.690313734886,5362.625487682271,6108.627565561527,7525.395016504341,12453.01680260462,16146.029232787321
4367.190313734932,5359.52548768226,6178.2275655617805,7555.795016504451,12430.716802604536,16128.279232787258
4357.540313734897,5359.725487682261,6132.977565561616,7541.445016504399,12437.366802604562,16134.779232787281
