B,V,r,i,J,H
4357.590313734897,5359.3754876822595,6134.977565561623,7541.7950165044,12439.61680260457,16134.079232787279
4356.840313734894,5361.475487682267,6121.777565561575,7535.495016504377,12446.016802604594,16141.129232787305
4358.640313734901,5358.875487682258,6144.727565561659,7543.745016504407,12435.366802604554,16133.279232787276
4365.390313734925,5362.575487682271,6149.677565561677,7545.1450165044125,12443.266802604583,16135.029232787281
4362.240313734914,5365.225487682281,6126.177565561591,7537.4450165043845,12449.916802604606,16141.929232787308
4361.440313734911,5358.875487682258,6157.027565561703,7548.545016504425,12430.616802604538,16130.279232787265
4367.640313734933,5360.025487682262,6178.07756556178,7555.695016504451,12432.016802604543,16130.879232787267
4362.240313734914,5367.025487682287,6113.777565561546,7527.095016504347,12462.366802604653,16149.029232787332
4358.5903137349005,5357.925487682254,6144.827565561659,7546.045016504416,12438.216802604566,16128.92923278726
4366.940313734931,5360.825487682265,6169.92756556175,7554.4950165044465,12437.916802604563,16129.629232787262
4369.640313734941,5357.475487682253,6179.3275655617845,7553.695016504444,12435.916802604555,16128.679232787259
4361.840313734912,5363.825487682276,6120.42756556157,7532.895016504368,12452.916802604617,16142.079232787308
4366.2903137349285,5358.525487682256,6167.877565561743,7553.895016504444,12434.16680260455,16129.17923278726
4359.040313734902,5362.6754876822715,6127.477565561596,7537.145016504383,12446.716802604595,16140.279232787301
4364.340313734921,5364.625487682279,6136.527565561629,7542.895016504404,12442.01680260458,16138.179232787294
4354.940313734887,5366.825487682287,6098.977565561492,7505.84501650427,12482.566802604726,16156.429232787359
4353.6403137348825,5367.67548768229,6094.027565561474,7506.595016504272,12479.016802604714,16157.379232787363
4358.240313734899,5369.775487682297,6098.027565561489,7495.895016504233,12489.866802604753,16160.679232787375
4369.790313734941,5359.52548768226,6187.0275655618125,7560.195016504467,12430.916802604537,16128.229232787256
4362.4403137349145,5355.175487682244,6176.777565561775,7551.545016504436,12423.916802604512,16124.829232787244
4358.290313734899,5366.925487682287,6106.2275655615185,7514.695016504302,12464.966802604662,16153.029232787347
4356.840313734894,5364.92548768228,6111.7275655615385,7526.295016504344,12455.81680260463,16148.029232787329
4360.090313734906,5361.0254876822655,6131.527565561611,7542.445016504403,12438.116802604563,16138.329232787295
4366.79031373493,5360.875487682265,6161.027565561718,7551.595016504436,12437.016802604561,16131.079232787268
4367.240313734932,5358.075487682255,6185.527565561807,7555.945016504452,12430.016802604536,16125.879232787249
4364.290313734921,5360.325487682263,6155.477565561698,7550.695016504433,12434.26680260455,16129.729232787264
4366.69031373493,5359.025487682258,6178.477565561781,7555.44501650445,12432.016802604543,16128.179232787257
4360.090313734906,5358.625487682257,6148.927565561674,7547.19501650442,12435.566802604555,16131.029232787267
4364.990313734924,5366.875487682287,6127.227565561595,7531.9450165043645,12458.716802604638,16147.479232787327
4356.290313734892,5360.225487682263,6133.127565561616,7540.645016504396,12443.516802604583,16136.029232787285
4367.190313734932,5360.125487682262,6171.377565561756,7555.095016504449,12431.91680260454,16131.029232787267
4359.040313734902,5359.825487682261,6139.62756556164,7543.395016504406,12436.666802604559,16135.079232787282
4364.840313734923,5360.4754876822635,6164.627565561731,7552.59501650444,12435.916802604555,16130.779232787267
4365.140313734924,5359.225487682259,6171.827565561757,7554.145016504445,12431.66680260454,16128.329232787259
4368.4903137349365,5358.525487682256,6184.127565561802,7557.395016504457,12431.36680260454,16127.529232787256
4364.440313734922,5354.275487682241,6182.277565561795,7552.995016504441,12426.866802604523,16123.779232787241
4361.940313734913,5361.325487682267,6146.127565561664,7546.095016504416,12438.416802604566,16133.679232787277
4360.740313734908,5356.925487682251,6161.077565561718,7548.745016504426,12433.516802604547,16129.329232787262
4367.790313734934,5358.875487682258,6172.127565561758,7554.095016504445,12429.766802604534,16128.77923278726
4356.490313734893,5358.8254876822575,6134.477565561621,7543.795016504408,12435.566802604555,16132.529232787274
4354.690313734886,5361.275487682266,6114.077565561547,7532.795016504368,12449.466802604606,16143.679232787314
4365.090313734924,5365.225487682281,6143.277565561653,7547.14501650442,12439.91680260457,16137.62923278729
4366.540313734929,5362.775487682272,6159.777565561713,7554.195016504445,12433.916802604548,16133.229232787275
4363.590313734919,5364.97548768228,6129.527565561603,7534.995016504376,12451.216802604613,16145.12923278732
4361.8903137349125,5359.47548768226,6154.727565561695,7547.595016504421,12434.916802604552,16128.72923278726
4360.290313734907,5371.525487682304,6098.177565561489,7493.045016504223,12490.766802604756,16160.779232787376
4357.290313734896,5367.425487682289,6111.827565561539,7521.445016504326,12463.966802604658,16151.579232787342
4355.440313734889,5360.625487682264,6116.327565561555,7534.995016504376,12451.216802604613,16138.379232787294
4364.390313734922,5365.725487682283,6139.027565561638,7543.545016504407,12446.716802604595,16140.679232787303
4362.840313734916,5362.025487682269,6148.877565561674,7548.045016504423,12437.216802604562,16135.129232787283
4364.840313734923,5357.975487682254,6174.3775655617665,7554.945016504448,12431.91680260454,16125.579232787248
4361.490313734911,5364.025487682276,6133.027565561616,7540.845016504397,12440.416802604574,16139.9292327873
4363.740313734919,5369.925487682298,6113.727565561546,7526.345016504344,12459.06680260464,16149.379232787334
4364.490313734922,5355.325487682245,6178.477565561781,7552.895016504441,12430.966802604538,16124.479232787244
4361.640313734912,5358.675487682257,6167.22756556174,7549.095016504427,12431.816802604542,16126.829232787251
4367.740313734934,5358.575487682257,6181.327565561792,7557.695016504458,12433.96680260455,16127.029232787252
4358.4903137349,5363.125487682273,6120.47756556157,7531.995016504365,12449.966802604607,16145.229232787318
4365.1903137349245,5366.975487682287,6137.377565561632,7540.045016504394,12449.316802604604,16143.879232787314
4366.79031373493,5362.625487682271,6162.527565561723,7552.495016504439,12439.066802604568,16133.779232787278
4370.6903137349445,5363.975487682276,6166.4275655617375,7556.795016504455,12434.616802604553,16132.979232787275
4366.79031373493,5362.475487682271,6159.727565561713,7550.545016504432,12435.966802604557,16134.779232787281
4362.290313734914,5357.1754876822515,6167.17756556174,7552.545016504439,12426.716802604522,16127.079232787253
4363.040313734917,5363.025487682273,6143.177565561653,7545.045016504412,12439.86680260457,16136.479232787287
4365.490313734926,5354.4254876822415,6185.677565561808,7554.295016504446,12424.966802604516,16123.67923278724
4367.140313734932,5360.425487682263,6169.627565561749,7554.545016504447,12434.16680260455,16133.579232787277
4360.840313734909,5356.175487682248,6163.477565561727,7550.195016504431,12430.566802604537,16126.529232787252
4361.740313734912,5364.525487682278,6128.327565561599,7534.945016504375,12449.066802604604,16142.47923278731
4362.540313734915,5364.625487682279,6133.227565561617,7541.545016504399,12446.066802604593,16143.279232787312
4361.14031373491,5356.525487682249,6162.177565561722,7549.495016504428,12429.516802604532,16127.579232787255
4367.640313734933,5365.625487682282,6144.877565561659,7546.695016504418,12449.666802604606,16138.179232787294
4362.9903137349165,5358.475487682256,6167.927565561743,7552.195016504438,12429.716802604533,16128.97923278726
4366.940313734931,5359.52548768226,6172.927565561761,7555.44501650445,12430.616802604538,16128.279232787258
4369.740313734941,5360.575487682264,6173.2775655617625,7555.795016504451,12435.566802604555,16128.679232787259
4366.440313734929,5358.475487682256,6173.077565561762,7554.995016504448,12431.816802604542,16126.479232787251
4366.540313734929,5363.675487682275,6151.977565561685,7551.295016504435,12440.716802604573,16136.229232787286
4363.190313734917,5359.775487682261,6161.927565561721,7551.445016504435,12435.566802604555,16127.829232787255
4365.140313734924,5359.62548768226,6157.827565561706,7552.045016504438,12432.116802604542,16130.579232787266
4369.240313734939,5360.275487682263,6182.527565561796,7557.7950165044585,12434.51680260455,16128.279232787258
4362.540313734915,5355.225487682244,6175.727565561771,7551.395016504435,12427.666802604526,16128.129232787258
4365.040313734924,5360.575487682264,6162.277565561722,7551.845016504437,12433.96680260455,16130.679232787266
4361.8903137349125,5363.025487682273,6150.67756556168,7547.19501650442,12438.166802604565,16134.029232787278
4367.840313734934,5368.675487682293,6135.777565561626,7543.945016504408,12447.566802604599,16144.879232787318
4366.79031373493,5365.225487682281,6153.027565561689,7550.595016504432,12437.11680260456,16135.179232787283
4369.34031373494,5359.775487682261,6187.527565561814,7557.495016504457,12433.066802604546,16129.929232787264
4363.99031373492,5355.425487682245,6177.777565561779,7554.545016504447,12425.666802604519,16125.479232787247
4366.74031373493,5362.025487682269,6168.6275655617455,7554.595016504447,12434.416802604552,16131.629232787269
4365.7403137349265,5359.52548768226,6171.077565561754,7553.895016504444,12430.816802604539,16130.029232787263
4366.040313734928,5363.725487682275,6156.2275655617,7547.19501650442,12440.016802604572,16135.029232787281
4362.040313734913,5357.925487682254,6159.177565561711,7548.095016504423,12435.216802604555,16131.079232787268
4366.390313734929,5362.025487682269,6159.727565561713,7551.995016504437,12438.466802604566,16132.829232787273
4361.29031373491,5356.6254876822495,6164.627565561731,7549.695016504429,12430.816802604539,16125.479232787247
4357.240313734896,5361.0254876822655,6122.527565561578,7536.395016504381,12448.466802604602,16141.129232787305
4365.1903137349245,5359.675487682261,6167.277565561741,7554.195016504445,12428.266802604528,16130.379232787265
4365.540313734926,5363.375487682274,6143.027565561652,7548.245016504424,12441.516802604576,16135.229232787282
4367.790313734934,5361.475487682267,6169.377565561748,7551.7450165044365,12436.116802604556,16133.279232787276
4358.4903137349,5357.075487682251,6156.2275655617,7547.24501650442,12431.116802604538,16130.329232787266
4363.040313734917,5357.775487682254,6169.227565561748,7552.995016504441,12427.966802604527,16129.779232787263
4365.340313734925,5357.775487682254,6174.477565561767,7552.64501650444,12427.416802604526,16129.279232787261
4364.740313734923,5362.925487682272,6145.577565561662,7546.595016504418,12439.86680260457,16137.479232787291
4365.840313734927,5356.72548768225,6180.577565561789,7555.245016504449,12428.016802604528,16123.979232787242
4363.090313734917,5358.875487682258,6164.627565561731,7550.495016504432,12434.816802604553,16127.979232787256
4350.3403137348705,5361.775487682268,6100.777565561499,7518.1950165043145,12463.716802604657,16148.679232787332
4367.790313734934,5363.575487682275,6149.027565561674,7546.445016504417,12441.766802604578,16136.129232787287
4355.190313734888,5361.475487682267,6119.027565561565,7535.345016504377,12447.8168026046,16141.479232787306
4364.690313734923,5361.125487682266,6156.727565561702,7550.6450165044325,12434.466802604551,16131.629232787269
4357.590313734897,5365.675487682282,6102.827565561506,7518.045016504314,12467.06680260467,16152.829232787346
4360.990313734909,5361.925487682269,6138.627565561636,7543.045016504405,12438.966802604567,16137.17923278729
4360.590313734908,5357.775487682254,6155.177565561697,7548.845016504426,12432.366802604543,16127.829232787255
4365.890313734927,5362.22548768227,6153.37756556169,7548.9950165044265,12440.616802604574,16134.179232787279
4364.890313734923,5354.02548768224,6185.327565561806,7554.845016504448,12427.316802604524,16124.829232787244
4365.640313734926,5362.6754876822715,6141.377565561646,7543.695016504407,12443.916802604585,16137.22923278729
4368.590313734937,5366.925487682287,6136.82756556163,7541.7450165044,12443.916802604585,16143.02923278731
4369.090313734939,5360.775487682265,6159.8275655617135,7554.045016504445,12433.416802604548,16133.079232787275
4365.240313734925,5364.825487682279,6145.277565561661,7544.0450165044085,12445.06680260459,16137.22923278729
4354.990313734887,5359.825487682261,6116.327565561555,7532.295016504366,12449.416802604606,16140.4292327873
4359.6903137349045,5358.225487682255,6147.627565561669,7545.545016504414,12436.61680260456,16132.02923278727
4365.690313734926,5361.825487682268,6154.477565561694,7550.0950165044305,12440.866802604574,16134.029232787278
4362.340313734914,5361.325487682267,6143.777565561655,7546.195016504416,12442.91680260458,16136.72923278729
4357.390313734896,5365.325487682281,6113.727565561546,7527.84501650435,12455.266802604627,16147.129232787327
4363.040313734917,5358.925487682258,6161.177565561718,7550.545016504432,12431.616802604542,16130.179232787264
4365.990313734927,5356.375487682249,6180.4275655617885,7556.995016504456,12426.416802604523,16127.029232787252
4366.340313734929,5363.475487682274,6151.527565561683,7549.445016504428,12442.51680260458,16134.27923278728
4359.340313734903,5357.475487682253,6151.777565561684,7548.645016504425,12430.616802604538,16129.729232787264
4356.190313734892,5363.7754876822755,6108.227565561526,7525.745016504342,12459.616802604643,16144.879232787318
4361.590313734911,5363.575487682275,6122.277565561577,7535.545016504378,12448.416802604603,16143.229232787311
4359.090313734902,5366.175487682284,6118.527565561563,7532.245016504366,12456.26680260463,16144.629232787316
4359.440313734904,5364.075487682277,6116.227565561555,7528.495016504352,12457.116802604633,16148.929232787334
4363.240313734917,5363.075487682273,6129.827565561604,7539.345016504391,12448.616802604603,16138.779232787296
4363.590313734919,5357.825487682254,6168.227565561744,7550.945016504434,12433.466802604547,16129.779232787263
4351.690313734875,5362.725487682272,6103.377565561508,7517.795016504313,12466.466802604667,16148.029232787329
4367.290313734932,5362.6754876822715,6164.42756556173,7553.145016504442,12437.466802604562,16133.429232787275
4366.990313734931,5358.025487682255,6178.677565561782,7556.395016504453,12433.016802604547,16124.829232787244
4365.940313734927,5358.675487682257,6166.127565561736,7553.3950165044425,12431.01680260454,16129.829232787262
4366.190313734928,5362.17548768227,6157.577565561705,7548.945016504426,12439.116802604567,16134.879232787282
4358.3903137349,5359.975487682262,6132.977565561616,7541.095016504398,12441.716802604577,16135.729232787286
4358.640313734901,5358.675487682257,6143.127565561653,7544.795016504411,12433.466802604547,16134.079232787279
4359.340313734903,5361.425487682267,6128.977565561601,7538.84501650439,12446.816802604597,16139.279232787298
4371.990313734949,5373.575487682311,6115.027565561551,7526.145016504343,12464.866802604662,16152.579232787346
4360.540313734908,5363.675487682275,6129.677565561604,7539.545016504392,12445.16680260459,16138.229232787293
4364.190313734921,5362.425487682271,6148.077565561671,7548.345016504424,12437.016802604561,16134.779232787281
4370.540313734944,5358.675487682257,6190.577565561825,7562.345016504475,12430.566802604537,16127.379232787254
4364.590313734922,5358.725487682257,6166.327565561737,7551.495016504436,12432.266802604543,16129.02923278726
4367.740313734934,5359.62548768226,6176.977565561776,7556.245016504453,12434.866802604553,16129.17923278726
4360.890313734909,5364.825487682279,6126.527565561592,7537.945016504386,12446.316802604593,16142.129232787309
4360.940313734909,5357.525487682253,6150.72756556168,7549.145016504427,12433.81680260455,16129.779232787263
4364.540313734922,5357.7254876822535,6165.777565561735,7551.545016504436,12432.266802604543,16128.77923278726
4355.2903137348885,5362.875487682272,6114.027565561547,7528.295016504351,12450.76680260461,16141.329232787306
4364.290313734921,5363.825487682276,6147.027565561667,7545.895016504415,12444.266802604587,16136.029232787285
4357.240313734896,5361.225487682266,6117.327565561559,7535.845016504379,12448.416802604603,16141.479232787306
4366.64031373493,5364.575487682278,6141.377565561646,7545.1450165044125,12444.566802604588,16138.379232787294
4361.790313734912,5357.1754876822515,6166.827565561739,7552.095016504438,12428.61680260453,16125.479232787247
4365.690313734926,5364.3254876822775,6153.077565561689,7550.795016504433,12438.666802604566,16134.47923278728
4365.690313734926,5360.375487682263,6162.677565561724,7552.445016504439,12430.616802604538,16132.129232787272
4361.490313734911,5363.2254876822735,6137.377565561632,7542.9450165044045,12443.566802604584,16137.679232787292
4364.590313734922,5361.125487682266,6146.477565561665,7547.3450165044205,12439.71680260457,16137.62923278729
4359.390313734903,5357.475487682253,6152.077565561685,7547.695016504422,12434.01680260455,16130.529232787267
4364.240313734921,5355.5254876822455,6178.677565561782,7553.095016504441,12427.466802604526,16124.979232787246
4367.690313734934,5361.275487682266,6167.17756556174,7555.0450165044485,12436.216802604558,16130.779232787267
4362.4403137349145,5368.425487682292,6119.177565561566,7528.6450165043525,12457.416802604635,16148.529232787332
4366.540313734929,5359.675487682261,6173.927565561765,7555.49501650445,12431.36680260454,16129.629232787262
4360.490313734907,5357.375487682252,6162.727565561724,7547.695016504422,12429.566802604533,16127.079232787253
4364.890313734923,5366.075487682284,6131.627565561611,7537.295016504384,12452.166802604615,16145.57923278732
4368.390313734936,5359.52548768226,6180.527565561789,7556.445016504454,12435.066802604553,16128.72923278726
4360.540313734908,5366.575487682286,6107.8775655615245,7518.245016504315,12465.616802604665,16155.879232787358
4366.74031373493,5370.075487682298,6116.877565561557,7527.99501650435,12457.316802604633,16152.629232787345
4364.04031373492,5360.275487682263,6162.5775655617235,7552.895016504441,12432.116802604542,16131.029232787267
4366.390313734929,5360.325487682263,6163.877565561728,7551.295016504435,12435.416802604555,16131.379232787269
4361.29031373491,5360.425487682263,6148.027565561671,7547.045016504419,12434.916802604552,16130.979232787267
4363.290313734918,5360.825487682265,6151.827565561684,7547.395016504421,12434.866802604553,16131.47923278727
4362.790313734916,5362.875487682272,6129.827565561604,7538.94501650439,12443.066802604582,16142.32923278731
4357.240313734896,5360.625487682264,6126.127565561591,7538.5450165043885,12437.966802604564,16138.829232787295
4363.490313734918,5358.775487682257,6170.777565561753,7550.795016504433,12433.81680260455,16129.129232787262
4366.490313734929,5356.77548768225,6180.027565561787,7553.895016504444,12430.666802604537,16126.07923278725
4364.190313734921,5361.775487682268,6156.577565561702,7549.89501650443,12436.316802604557,16132.679232787274
4365.440313734925,5359.3754876822595,6171.927565561758,7554.895016504448,12431.56680260454,16129.779232787263
4364.940313734924,5363.7754876822755,6149.277565561675,7548.145016504423,12439.816802604571,16137.329232787291
4360.490313734907,5362.625487682271,6131.977565561612,7541.6450165044,12440.216802604573,16140.2292327873
4355.090313734888,5360.675487682264,6121.927565561576,7534.195016504373,12446.216802604595,16137.679232787292
4357.140313734895,5359.47548768226,6130.877565561608,7539.995016504394,12438.216802604566,16134.879232787282
4356.240313734892,5360.175487682262,6128.5275655616,7537.095016504383,12444.266802604587,16137.029232787288
4371.2403137349465,5359.025487682258,6181.727565561793,7558.345016504461,12429.616802604534,16132.229232787271
4363.640313734919,5356.6254876822495,6173.227565561762,7550.195016504431,12425.116802604516,16125.479232787247
4358.690313734901,5362.475487682271,6119.727565561568,7533.695016504371,12451.416802604614,16143.429232787312
4355.040313734888,5363.725487682275,6110.327565561533,7523.845016504335,12459.616802604643,16149.029232787332
4352.440313734878,5360.575487682264,6108.727565561528,7530.545016504359,12452.316802604615,16143.02923278731
4363.790313734919,5357.375487682252,6171.827565561757,7553.145016504442,12431.71680260454,16124.329232787244
4361.040313734909,5357.225487682252,6164.7775655617315,7548.045016504423,12433.166802604546,16127.029232787252
4360.590313734908,5365.675487682282,6119.277565561566,7530.64501650436,12457.016802604634,16147.029232787325
4365.1903137349245,5359.025487682258,6170.527565561752,7552.74501650444,12430.816802604539,16128.97923278726
4366.990313734931,5363.925487682276,6158.127565561707,7553.895016504444,12433.016802604547,16134.32923278728
4370.740313734945,5360.975487682265,6172.827565561761,7557.045016504456,12435.516802604554,16131.729232787271
4361.24031373491,5361.825487682268,6134.777565561622,7541.895016504401,12446.266802604594,16135.279232787283
4366.440313734929,5368.825487682294,6131.027565561609,7538.645016504389,12452.516802604616,16149.079232787333
4361.990313734913,5367.125487682288,6124.427565561585,7536.445016504381,12448.216802604602,16145.029232787318
4357.4903137348965,5359.47548768226,6136.7275655616295,7541.2950165043985,12443.516802604583,16134.929232787283
4365.340313734925,5359.975487682262,6162.527565561723,7552.74501650444,12432.666802604545,16131.379232787269
4358.990313734902,5363.575487682275,6125.477565561589,7537.395016504384,12447.416802604599,16140.829232787302
4362.790313734916,5367.975487682291,6126.027565561591,7535.645016504378,12451.166802604612,16144.629232787316
4360.690313734908,5367.375487682289,6111.777565561539,7524.445016504337,12457.866802604636,16148.879232787333
4370.990313734946,5360.325487682263,6183.977565561801,7557.645016504458,12434.866802604553,16129.829232787262
4357.290313734896,5359.47548768226,6130.477565561607,7541.045016504398,12438.566802604566,16135.429232787283
4362.9903137349165,5372.775487682308,6095.427565561479,7486.6950165042,12497.816802604782,16165.379232787393
4361.19031373491,5362.625487682271,6128.127565561598,7539.04501650439,12442.616802604582,16140.0292327873
4360.690313734908,5365.225487682281,6119.477565561567,7529.1950165043545,12455.016802604627,16146.829232787324
4359.090313734902,5360.025487682262,6133.927565561619,7542.245016504402,12440.766802604574,16134.37923278728
4362.790313734916,5356.525487682249,6165.977565561736,7550.545016504432,12430.916802604537,16128.379232787258
4367.240313734932,5361.725487682268,6169.97756556175,7554.4950165044465,12437.766802604563,16129.42923278726
4366.59031373493,5362.17548768227,6157.877565561706,7550.395016504432,12439.91680260457,16134.37923278728
4358.090313734899,5359.675487682261,6142.47756556165,7543.995016504408,12436.266802604558,16133.929232787279
4366.140313734928,5366.025487682284,6123.877565561583,7536.045016504379,12449.616802604607,16144.379232787316
4366.69031373493,5357.275487682252,6180.72756556179,7554.845016504448,12431.616802604542,16124.179232787243
4369.240313734939,5357.825487682254,6186.827565561812,7558.345016504461,12430.766802604538,16125.629232787247
4361.540313734911,5357.375487682252,6158.82756556171,7549.795016504429,12430.016802604536,16129.379232787262
4367.590313734933,5362.725487682272,6158.87756556171,7552.245016504438,12438.016802604565,16134.27923278728
4367.090313734931,5361.175487682266,6154.627565561695,7550.145016504431,12438.016802604565,16132.979232787275
4359.490313734904,5361.775487682268,6133.777565561619,7539.845016504393,12447.466802604598,16138.029232787292
4368.090313734935,5368.875487682294,6126.977565561594,7537.295016504384,12455.516802604627,16145.62923278732
4364.140313734921,5354.525487682242,6182.827565561797,7553.195016504442,12429.766802604534,16122.379232787236
4363.490313734918,5355.5254876822455,6177.077565561776,7552.64501650444,12426.566802604522,16124.479232787244
4365.490313734926,5363.375487682274,6154.727565561695,7550.745016504433,12439.116802604567,16136.429232787286
4362.490313734915,5355.975487682247,6173.777565561764,7551.145016504434,12428.166802604528,16124.929232787246
4363.5403137349185,5364.3254876822775,6136.027565561627,7539.145016504391,12446.016802604594,16139.479232787298
4355.69031373489,5359.725487682261,6129.127565561602,7539.895016504393,12439.316802604568,16135.529232787285
4366.390313734929,5370.075487682298,6123.627565561582,7532.345016504366,12455.716802604627,16149.279232787334
4356.690313734894,5361.525487682267,6123.22756556158,7534.6950165043745,12445.716802604591,16141.029232787303
